rxns	TCGA-44-6148-11	TCGA-50-5939-11	TCGA-49-6761-11	TCGA-55-6971-11	TCGA-91-6835-11	TCGA-38-4632-11	TCGA-49-6745-11	TCGA-44-2668-11	TCGA-91-6831-11	TCGA-55-6982-11
DURItn	1	1	1	1	1	1	1	1	1	1
DUTPDPm	1	1	1	1	1	1	1	1	1	1
DUTPDPn	1	1	1	1	1	1	1	1	1	1
EAFLATOXINte	1	1	0	0	0	0	0	0	1	0
EBASTINEOHte	0	0	0	0	1	0	0	0	0	0
EBASTINEOHtr	0	0	0	0	1	0	0	0	0	0
EBASTINEte	0	0	0	0	1	0	0	0	0	0
EBASTINEtr	0	0	0	0	1	0	0	0	0	0
EBP1r	1	1	1	1	1	1	1	1	1	1
EBP2r	1	1	1	1	1	1	1	1	1	1
ECOAH12m	1	1	1	1	1	1	1	1	1	1
ECOAH1m	1	1	1	1	1	1	1	1	1	1
ECOAH9m	1	1	1	1	1	1	1	1	1	1
EHGLAT2m	1	1	1	1	1	1	1	1	1	1
EHGLATm	1	1	1	1	1	1	1	1	1	1
EICOSTETCPT1	1	1	1	1	1	1	1	1	1	1
EICOSTETCPT2	1	1	1	1	1	1	1	1	1	1
EICOSTETCRNt	1	1	1	1	1	1	1	1	1	1
EICOSTETt	1	1	1	1	1	1	1	1	1	1
ELAIDCPT1	1	1	1	1	1	1	1	1	1	1
ELAIDCPT2	1	1	1	1	1	1	1	1	1	1
ELAIDCRNt	1	1	1	1	1	1	1	1	1	1
ELAIDt	1	1	1	1	1	1	1	1	1	1
ENGASE2ly	1	1	1	1	1	1	1	1	1	1
ENGASE3ly	1	1	1	1	1	1	1	1	1	1
ENGASEly	1	1	1	1	1	1	1	1	1	1
ENO	1	1	1	1	1	1	1	1	1	1
ESTRADIOLGLCt	1	1	1	1	1	1	1	1	1	1
ESTRADIOLGLCt2	1	1	1	1	1	1	1	1	1	1
ESTRADIOLGLCtr	0	0	0	0	0	0	0	0	0	0
ESTRADIOLt	1	1	1	1	1	1	1	1	1	1
ESTRADIOLtr	0	0	0	0	0	0	0	0	0	0
ESTRONEGLCt	1	1	1	1	1	1	1	1	1	1
ESTRONEGLCtr	1	1	1	1	1	1	1	1	1	1
ESTRONESt	1	1	1	1	1	1	1	1	1	1
ESTRONESt2	0	0	0	0	0	0	0	0	0	0
ESTRONEtr	1	1	1	1	1	1	1	1	1	1
ESTSULT	1	1	1	1	1	1	1	1	1	1
ETF	1	1	1	1	1	1	1	1	1	1
ETFQO	1	1	1	1	1	1	1	1	1	1
ETHAK	1	1	1	1	1	1	1	1	1	1
ETHP	1	0	0	1	1	0	1	1	1	1
ETOHMO	0	0	0	0	0	0	0	0	0	0
ETOHt	1	1	1	1	1	1	1	1	1	1
ETOHtx	1	1	1	1	1	1	1	1	1	1
EX_10fthf(e)	1	1	1	1	1	1	1	1	1	1
EX_10fthf5glu(e)	0	0	0	0	0	0	0	0	0	0
EX_10fthf6glu(e)	0	0	0	0	0	0	0	0	0	0
EX_10fthf7glu(e)	1	1	1	1	1	1	1	1	1	1
EX_11_cis_retfa(e)	0	0	0	0	0	0	0	0	0	0
EX_13_cis_retnglc(e)	0	0	0	0	0	0	0	0	0	0
EX_1glyc_hs(e)	1	1	1	1	1	0	1	1	1	0
EX_1mncam(e)	1	1	1	1	1	1	1	1	1	1
EX_2425dhvitd2(e)	0	0	0	0	0	0	0	0	0	0
EX_2425dhvitd3(e)	0	0	0	0	0	0	0	0	0	0
EX_24nph(e)	0	0	0	0	0	0	0	0	0	0
EX_25hvitd2(e)	0	0	0	0	0	0	0	0	0	0
EX_25hvitd3(e)	1	1	1	1	1	1	1	1	1	1
EX_2hb(e)	1	1	1	1	1	1	1	1	1	1
EX_2mcit(e)	0	0	0	0	0	0	0	0	0	0
EX_34dhoxpeg(e)	1	1	1	1	1	1	1	1	1	1
EX_34dhphe(e)	1	1	0	0	0	1	1	0	1	0
EX_35cgmp(e)	1	1	1	1	1	1	1	1	1	1
EX_3aib(e)	1	1	1	1	1	1	1	1	1	1
EX_3aib_D(e)	0	1	1	1	0	1	0	1	1	1
EX_3mlda(e)	1	1	1	1	1	1	1	1	1	1
EX_4abut(e)	1	1	1	1	1	1	1	1	1	1
EX_4hdebrisoquine(e)	0	0	0	0	0	0	0	0	0	0
EX_4hphac(e)	1	1	1	1	1	1	1	1	1	1
EX_4mptnl(e)	0	0	0	0	1	0	0	0	0	0
EX_4mtolbutamide(e)	0	0	0	0	0	0	0	0	0	0
EX_4nph(e)	1	1	1	1	1	1	1	1	1	1
EX_4nphsf(e)	1	1	1	1	1	1	1	1	1	1
EX_4pyrdx(e)	1	1	1	1	1	1	1	1	1	1
EX_5adtststerone(e)	0	0	0	0	0	0	0	0	1	0
EX_5adtststeroneglc(e)	1	1	1	1	1	1	1	1	1	1
EX_5adtststerones(e)	1	1	1	1	1	1	1	1	1	1
EX_5dhf(e)	0	0	0	0	0	0	0	0	0	0
EX_5fthf(e)	1	1	1	1	1	1	1	1	1	1
EX_5homeprazole(e)	0	0	0	0	0	0	0	0	0	0
EX_5htrp(e)	1	1	1	1	1	1	0	0	1	1
EX_5mthf(e)	0	0	0	0	0	0	0	0	0	0
EX_5thf(e)	0	0	0	0	0	0	0	0	0	0
EX_6dhf(e)	0	0	0	0	0	0	0	0	0	0
EX_6htststerone(e)	0	1	0	0	0	0	0	0	0	0
EX_6thf(e)	0	0	0	0	0	0	0	0	0	0
EX_7dhf(e)	1	1	1	1	1	1	1	1	1	1
EX_7thf(e)	1	1	1	1	1	1	1	1	1	1
EX_9_cis_retfa(e)	0	0	0	0	0	0	0	0	0	0
EX_abt(e)	1	1	1	1	1	1	1	1	1	1
EX_ac(e)	0	1	1	1	0	1	0	1	1	1
EX_acac(e)	1	1	1	1	0	0	1	0	1	0
EX_acald(e)	1	0	1	1	0	0	0	0	0	0
EX_acetone(e)	1	1	1	1	1	1	1	1	1	1
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_acgam(e)	1	0	1	1	1	0	1	1	1	1
EX_ach(e)	0	0	0	1	0	0	0	1	0	0
EX_acn13acngalgbside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_acn23acngalgbside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_acnacngal14acglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_acnacngalgbside_hs(e)	1	1	1	1	1	1	1	0	1	1
EX_acngalacglcgal14acglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_ade(e)	0	0	0	0	0	0	0	0	0	0
EX_adn(e)	0	0	0	0	1	0	0	0	0	0
EX_adp	1	1	1	1	1	1	1	1	1	1
EX_adprbp(e)	1	0	0	1	1	1	1	1	1	1
EX_adprib(e)	1	0	0	1	1	0	1	1	1	1
EX_adrn(e)	1	1	1	1	1	1	1	1	1	1
EX_adrnl(e)	1	1	0	1	0	0	0	0	1	1
EX_aflatoxin(e)	1	1	0	0	0	0	0	0	1	0
EX_ak2lgchol_hs(e)	0	1	1	1	0	1	0	1	1	1
EX_akg(e)	0	0	0	1	0	1	0	0	0	0
EX_ala_B(e)	0	1	0	0	0	0	0	0	0	0
EX_ala_D(e)	1	1	1	1	1	1	1	1	1	1
EX_ala_L(e)	0	0	0	0	0	0	0	0	0	0
EX_aldstrn(e)	0	0	0	0	0	0	0	0	0	0
EX_amp(e)	0	0	0	0	0	0	0	0	0	0
EX_andrstrn(e)	0	0	0	0	0	0	0	0	1	0
EX_andrstrnglc(e)	1	1	1	1	1	1	1	1	1	1
EX_antipyrene(e)	0	1	0	0	0	0	0	0	0	0
EX_apnnox(e)	0	0	0	0	0	0	0	0	0	0
EX_appnn(e)	0	0	0	0	0	0	0	0	0	0
EX_aprgstrn(e)	1	1	1	1	1	1	1	1	1	1
EX_arab_L(e)	1	1	1	1	1	1	1	1	1	1
EX_arach(e)	0	0	0	0	0	0	0	0	0	0
EX_arachd(e)	1	1	1	1	1	1	1	1	1	1
EX_arg_L(e)	0	0	0	0	0	0	0	0	0	0
EX_ascb_L(e)	0	0	0	0	0	0	0	0	0	0
EX_asn_L(e)	1	1	1	1	1	1	1	1	1	1
EX_asp_D(e)	1	1	1	1	0	1	1	1	1	0
EX_asp_L(e)	0	1	0	0	1	1	0	0	0	1
EX_atp(e)	1	1	1	1	1	1	1	1	1	1
EX_avite1(e)	0	0	0	0	0	0	0	0	0	0
EX_avite2(e)	0	0	0	0	0	0	0	0	0	0
EX_bhb(e)	1	1	1	1	1	1	1	1	0	1
EX_bildglcur(e)	0	0	0	0	0	0	0	0	0	0
EX_bilglcur(e)	1	0	1	1	1	0	1	1	1	1
EX_bilirub(e)	1	1	1	1	1	1	1	1	1	1
EX_biocyt(e)	1	1	1	1	1	1	1	1	1	1
EX_btn(e)	0	1	1	0	0	1	1	1	0	0
EX_but(e)	1	1	1	1	1	1	1	1	1	1
EX_bvite(e)	0	0	0	0	0	0	0	0	0	0
EX_camp(e)	1	1	1	1	1	1	1	1	1	1
EX_caro(e)	0	0	0	0	0	0	0	0	0	0
EX_carveol(e)	0	0	0	0	0	0	0	0	0	0
EX_cgly(e)	1	1	1	1	1	1	1	1	1	1
EX_chol(e)	1	1	1	1	1	1	1	1	1	1
EX_cholate(e)	0	0	0	0	1	0	0	0	0	0
EX_chsterol(e)	0	0	0	0	0	0	0	0	0	0
EX_chtn(e)	1	0	1	1	1	0	1	1	1	1
EX_cit(e)	0	1	0	0	0	0	0	0	0	0
EX_cl(e)	0	0	0	0	0	0	0	0	0	0
EX_CLPND(e)	1	1	1	1	1	1	1	1	1	1
EX_cmp(e)	1	1	1	1	1	1	1	1	1	1
EX_co(e)	1	1	1	1	1	1	1	1	1	1
EX_co2(e)	0	0	0	0	0	0	0	0	0	0
EX_coumarin(e)	1	0	0	0	0	0	0	0	0	0
EX_creat(e)	1	1	1	1	1	1	1	1	1	1
EX_crmp_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_crn(e)	1	1	1	1	1	1	1	1	1	1
EX_crtsl(e)	0	0	0	0	1	0	0	0	0	0
EX_crtstrn(e)	0	0	0	0	1	0	0	0	0	0
EX_crvnc(e)	1	1	1	1	1	1	1	1	1	1
EX_csn(e)	1	1	1	1	1	1	1	1	1	1
EX_cspg_a(e)	1	1	1	1	1	1	1	1	1	1
EX_cspg_b(e)	1	1	1	1	1	1	1	1	1	1
EX_cspg_c(e)	1	1	1	1	1	1	1	1	1	1
EX_cspg_d(e)	1	1	1	1	1	1	1	1	1	1
EX_cspg_e(e)	1	1	1	1	1	1	1	1	1	1
EX_cyan(e)	1	1	1	1	1	1	1	1	1	1
EX_cys_L(e)	0	0	0	0	0	0	0	0	0	0
EX_cytd(e)	1	1	1	1	1	1	1	1	1	1
EX_dad_2(e)	0	0	0	0	1	1	1	1	1	0
EX_dag_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_dcsptn1(e)	1	1	1	1	1	1	1	1	1	1
EX_dcyt(e)	0	0	0	0	0	0	0	0	0	0
EX_debrisoquine(e)	0	0	0	0	0	0	0	0	0	0
EX_dgchol(e)	0	0	0	0	0	0	0	0	0	0
EX_dgsn(e)	0	0	0	0	0	0	0	0	0	0
EX_dhdascb(e)	0	0	0	0	0	0	0	0	0	0
EX_dheas(e)	1	1	1	1	1	1	1	1	1	1
EX_dhf(e)	1	1	1	1	1	1	1	1	1	1
EX_digalsgalside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_din(e)	0	0	0	0	0	0	0	0	0	0
EX_dlnlcg(e)	1	1	1	1	1	1	1	1	1	1
EX_dmantipyrine(e)	0	1	0	0	0	0	0	0	0	0
EX_dmhptcrn(e)	1	1	1	1	1	1	1	1	1	1
EX_dopa(e)	1	1	1	1	1	1	1	1	1	1
EX_dopasf(e)	1	1	1	1	1	1	1	1	1	1
EX_drib(e)	1	0	1	0	1	1	1	1	0	0
EX_duri(e)	0	0	0	0	0	0	0	0	0	0
EX_eaflatoxin(e)	1	1	0	0	0	0	0	0	1	0
EX_ebastine(e)	0	0	0	0	1	0	0	0	0	0
EX_ebastineoh(e)	0	0	0	0	1	0	0	0	0	0
EX_eicostet(e)	1	1	1	1	1	1	1	1	1	1
EX_elaid(e)	1	1	1	1	1	1	1	1	1	1
EX_estradiol(e)	1	1	1	1	1	1	1	1	1	1
EX_estradiolglc(e)	0	0	0	0	0	0	0	0	0	0
EX_estroneglc(e)	1	1	1	1	1	1	1	1	1	1
EX_estrones(e)	1	1	1	1	1	1	1	1	1	1
EX_etoh(e)	1	1	1	1	1	1	1	1	1	1
EX_fe2(e)	0	0	0	0	0	0	0	0	0	0
EX_fe3(e)	0	0	0	0	0	0	0	0	0	0
EX_fol(e)	0	0	0	0	0	0	0	0	0	0
EX_for(e)	0	0	0	0	0	0	0	0	0	0
EX_fru(e)	0	0	0	0	0	1	0	0	0	0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_fuc14galacglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	0	0
EX_fucacgalfucgalacglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	0	1
EX_fucacngal14acglcgalgluside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_fucacngalacglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_fucfuc12gal14acglcgalgluside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_fucfucgalacglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	0
EX_fucgal14acglcgalgluside_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_fucgalfucgalacglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	0	1
EX_fucgalgbside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_fuc_L(e)	1	1	1	1	1	1	1	1	1	1
EX_gal(e)	0	0	0	0	0	0	0	0	0	0
EX_galacglcgalgbside_hs(e)	0	0	1	0	1	0	0	1	0	0
EX_galfuc12gal14acglcgalgluside_hs(e)	1	0	0	1	1	0	0	0	0	1
EX_galfucgalacglcgal14acglcgalgluside_hs(e)	1	0	0	1	1	0	0	0	0	1
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_galgalgalthcrm_hs(e)	0	0	1	0	1	0	0	1	0	0
EX_gam(e)	1	1	1	1	1	1	1	1	1	1
EX_gbside_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_gchola(e)	1	1	1	1	1	1	1	1	1	1
EX_gd1b2_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_gd1c_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_gdp(e)	0	0	0	0	0	0	0	0	0	0
EX_glc(e)	0	0	0	0	0	0	0	0	0	0
EX_gln_L(e)	1	1	1	1	1	1	1	1	1	1
EX_gluala(e)	0	0	0	0	0	0	0	0	0	0
EX_glu_L(e)	0	0	0	0	0	0	0	0	0	0
EX_gly(e)	1	1	1	1	1	1	1	1	1	1
EX_glyb(e)	1	1	1	1	1	1	1	1	0	1
EX_glyc(e)	0	0	0	0	0	0	0	0	0	0
EX_glyc_S(e)	1	1	1	1	1	1	1	1	1	1
EX_glygn2(e)	1	1	1	1	1	1	1	1	1	1
EX_glygn4(e)	1	1	1	1	1	1	1	0	1	1
EX_glygn5(e)	0	0	0	0	0	0	0	0	0	0
EX_gmp(e)	0	0	0	0	0	0	0	0	0	0
EX_gp1c_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_gp1calpha_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_gq1b_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_gq1balpha_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_gsn(e)	0	0	0	0	0	0	0	0	0	0
EX_gt1a_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_gthox(e)	1	1	1	1	1	1	1	1	1	1
EX_gthrd(e)	1	1	1	1	0	0	1	0	0	1
EX_gtp(e)	1	1	1	1	1	1	1	1	1	1
EX_gua(e)	1	1	1	1	1	1	1	1	1	1
EX_h(e)	0	0	0	0	0	0	0	0	0	0
EX_h2o(e)	0	0	0	0	0	0	0	0	0	0
EX_h2o2(e)	0	0	0	0	0	0	0	0	0	0
EX_ha(e)	1	1	1	1	1	1	1	1	1	1
EX_ha_pre1(e)	0	0	0	0	0	0	0	0	0	0
EX_hco3(e)	1	0	1	1	1	0	0	1	1	1
EX_hcoumarin(e)	1	0	0	0	0	0	0	0	0	0
EX_hdca(e)	1	1	1	1	1	1	1	1	0	1
EX_hdcea(e)	1	1	1	0	1	0	1	1	1	1
EX_hestratriol(e)	1	1	1	1	1	1	1	1	1	1
EX_hexc(e)	1	1	1	1	1	1	1	1	1	1
EX_his_L(e)	1	1	1	1	1	1	1	1	1	1
EX_hista(e)	0	0	1	0	0	0	1	0	0	1
EX_hpdca(e)	1	1	1	1	1	1	1	1	1	1
EX_hspg(e)	1	1	1	1	1	1	1	1	1	1
EX_htaxol(e)	0	0	0	0	0	0	0	0	0	0
EX_hxan(e)	1	1	1	1	1	1	1	1	1	1
EX_i(e)	0	0	0	0	0	0	0	0	0	0
EX_idp(e)	1	1	1	1	1	1	1	1	1	1
EX_ile_L(e)	1	1	1	1	1	1	1	1	1	1
EX_imp(e)	1	1	1	1	1	1	1	1	1	1
EX_inost(e)	1	1	1	1	1	1	1	1	1	1
EX_ins(e)	0	0	0	0	0	0	0	0	0	0
EX_ksi(e)	1	1	1	1	1	1	1	1	1	1
EX_ksi_deg1(e)	1	1	1	1	1	1	1	1	1	1
EX_ksii_core2(e)	1	1	1	1	1	1	1	1	1	1
EX_ksii_core4(e)	1	1	1	1	1	1	1	1	1	1
EX_lac_D(e)	1	1	1	1	1	1	1	1	1	1
EX_lac_L(e)	1	0	0	0	1	0	0	0	0	0
EX_lcts(e)	0	1	1	0	0	1	0	0	0	1
EX_Lcystin(e)	0	0	1	1	0	1	0	0	1	0
EX_leuktrA4(e)	0	0	0	0	0	0	0	0	0	0
EX_leuktrB4(e)	1	1	1	1	1	1	1	1	1	1
EX_leuktrC4(e)	1	1	1	1	1	1	1	1	1	1
EX_leuktrD4(e)	0	0	0	0	0	0	0	0	0	0
EX_leuktrE4(e)	0	1	0	0	0	0	0	0	0	0
EX_leuktrF4(e)	0	0	0	0	0	0	0	0	0	0
EX_leu_L(e)	1	1	1	1	1	1	1	1	1	1
EX_lgnc(e)	1	1	1	1	1	1	1	1	1	1
EX_limnen(e)	0	0	0	0	0	0	0	0	0	0
EX_lneldc(e)	1	1	1	1	1	1	1	1	1	1
EX_lnlc(e)	1	1	1	1	1	1	1	1	1	1
EX_lnlnca(e)	1	1	1	1	1	1	1	1	1	1
EX_lnlncg(e)	1	1	1	1	1	1	1	1	1	1
EX_lpchol_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_lys_L(e)	1	1	1	1	1	1	1	1	1	1
EX_mag_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_malt(e)	0	0	0	0	0	0	0	0	0	0
EX_malttr(e)	0	0	0	0	0	1	0	1	0	0
EX_man(e)	0	0	0	0	1	1	0	1	0	0
EX_meoh(e)	1	0	1	1	1	0	1	1	1	1
EX_mepi(e)	1	0	1	1	1	1	1	1	0	1
EX_mercplaccys(e)	1	1	1	1	1	1	1	1	1	1
EX_met_L(e)	1	1	1	1	0	1	1	1	1	1
EX_mthgxl(e)	0	0	0	0	0	0	0	0	0	0
EX_n2m2nmasn(e)	1	1	1	1	1	1	1	1	1	1
EX_nac(e)	1	0	0	1	1	1	1	1	1	1
EX_nad(e)	1	0	0	1	1	1	1	1	1	1
EX_nadp(e)	1	0	0	1	1	1	1	1	1	1
EX_ncam(e)	0	1	1	0	0	0	0	0	0	0
EX_nh4(e)	1	0	0	1	1	0	0	1	0	1
EX_no(e)	1	1	1	1	1	1	1	1	1	1
EX_npthl(e)	1	0	0	0	1	0	1	0	0	1
EX_nrpphr(e)	1	1	1	1	1	1	1	1	1	1
EX_nrpphrsf(e)	1	1	1	1	1	1	1	1	1	1
EX_nrvnc(e)	1	1	1	1	1	1	1	1	1	1
EX_o2(e)	0	1	0	0	0	0	0	0	0	0
EX_o2s(e)	1	1	1	1	1	1	1	1	1	1
EX_oagd3_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_oagt3_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_ocdca(e)	1	1	1	1	1	1	1	1	1	1
EX_ocdcea(e)	0	0	0	0	0	0	0	0	0	0
EX_octa(e)	1	1	1	1	1	1	1	1	1	1
EX_omeprazole(e)	0	0	0	0	0	0	0	0	0	0
EX_onpthl(e)	1	0	0	0	1	0	1	0	0	1
EX_orn(e)	0	0	0	0	0	0	0	0	0	0
EX_oxa(e)	1	1	1	1	1	1	1	1	1	1
EX_paf_hs(e)	0	1	1	1	0	1	0	1	1	1
EX_pchol_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_pe_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_perillyl(e)	0	0	0	0	0	0	0	0	0	0
EX_pglyc_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_pheacgln(e)	1	1	1	1	1	1	1	1	1	1
EX_phe_L(e)	1	1	1	1	1	1	1	1	1	1
EX_pheme(e)	0	0	0	0	0	0	0	0	0	0
EX_phyt(e)	1	1	1	1	1	1	1	1	1	1
EX_pi(e)	0	0	0	0	0	0	0	0	0	0
EX_pnto_R(e)	1	1	1	1	1	1	1	1	1	1
EX_ppa(e)	0	0	0	0	0	0	0	0	0	0
EX_prgstrn(e)	1	1	1	1	1	1	1	1	1	1
EX_pro_L(e)	1	1	1	1	1	1	1	0	1	1
EX_prostgd2(e)	1	1	1	1	1	1	1	1	1	1
EX_prostge1(e)	0	0	0	0	0	0	0	0	0	0
EX_prostge2(e)	1	1	1	1	1	1	1	1	1	1
EX_prostgf2(e)	1	1	1	1	1	1	1	1	1	1
EX_ps_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_ptdca(e)	1	1	1	1	1	1	1	1	1	1
EX_pydam(e)	1	1	1	1	1	1	1	1	1	1
EX_pydx(e)	0	0	0	0	0	0	0	0	0	0
EX_pydxn(e)	0	0	0	0	0	0	0	0	0	0
EX_pyr(e)	0	0	0	0	0	0	0	0	0	0
EX_rbt(e)	1	1	1	1	1	1	1	1	1	1
EX_retfa(e)	0	0	0	0	0	0	0	0	0	0
EX_retinol(e)	0	0	0	0	0	0	0	0	0	0
EX_retinol_9_cis(e)	0	0	0	0	0	0	0	0	0	0
EX_retinol_cis_11(e)	0	0	0	0	0	0	0	0	0	0
EX_retn(e)	1	1	1	0	0	1	0	1	0	1
EX_retnglc(e)	0	0	0	0	0	0	0	0	0	0
EX_rib_D(e)	1	1	1	1	1	1	1	1	1	1
EX_ribflv(e)	1	1	1	1	1	1	1	1	1	1
EX_Rtotal(e)	1	1	1	1	1	1	1	1	1	1
EX_Rtotal2(e)	1	1	1	1	1	1	1	1	1	1
EX_Rtotal3(e)	0	1	1	0	0	0	0	1	1	1
EX_s2l2fn2m2masn(e)	1	1	1	1	1	1	1	1	1	1
EX_s2l2n2m2masn(e)	1	1	1	1	1	1	1	1	1	1
EX_sarcs(e)	0	0	0	0	0	0	0	0	0	0
EX_ser_L(e)	1	1	1	1	1	1	1	1	1	1
EX_sl_L(e)	1	1	1	1	1	1	1	1	1	1
EX_so4(e)	1	1	1	1	1	1	1	1	1	1
EX_spc_hs(e)	0	0	0	0	0	0	0	0	0	0
EX_sph1p(e)	1	1	1	1	1	1	1	1	1	1
EX_sphs1p(e)	1	1	1	1	1	1	1	1	1	1
EX_srtn(e)	1	0	0	0	0	0	0	0	0	0
EX_strch1(e)	1	1	1	1	1	1	1	1	1	1
EX_strch2(e)	0	0	0	0	0	0	0	1	0	0
EX_strdnc(e)	1	1	1	1	1	1	1	1	1	1
EX_succ(e)	1	1	1	1	0	1	1	0	1	0
EX_sucr(e)	0	0	0	0	0	0	0	1	0	0
EX_tag_hs(e)	0	1	1	0	0	0	0	1	1	1
EX_tagat_D(e)	1	1	1	1	1	1	1	1	0	1
EX_taur(e)	1	0	1	1	0	0	1	0	1	0
EX_taxol(e)	0	0	0	0	0	0	0	0	0	0
EX_tchola(e)	1	1	1	1	1	1	1	1	1	1
EX_tcynt(e)	1	1	1	1	1	1	1	1	1	1
EX_tdchola(e)	0	0	0	0	1	0	0	0	0	0
EX_tethex3(e)	1	1	1	1	1	1	1	1	1	1
EX_tetpent3(e)	1	1	1	1	1	1	1	1	1	1
EX_tetpent6(e)	1	1	1	1	1	1	1	1	1	1
EX_tettet6(e)	1	1	1	1	1	1	1	1	1	1
EX_thf(e)	0	1	0	0	0	0	0	0	0	1
EX_thm(e)	1	1	1	1	1	1	1	1	1	1
EX_thmmp(e)	1	1	1	1	1	1	1	1	1	1
EX_thmtp(e)	1	1	1	1	1	1	1	1	1	1
EX_thr_L(e)	1	1	1	1	1	1	1	1	1	1
EX_thym(e)	1	1	1	1	1	1	1	1	1	1
EX_thymd(e)	1	1	1	1	1	1	1	1	1	1
EX_thyox_L(e)	0	0	0	0	0	0	0	0	0	0
EX_tmndnc(e)	1	1	1	1	1	1	1	1	1	1
EX_tolbutamide(e)	0	0	0	0	0	0	0	0	0	0
EX_tre(e)	0	0	0	0	0	0	0	0	0	0
EX_triodthy(e)	1	1	1	1	1	1	1	1	1	1
EX_triodthysuf(e)	1	1	1	1	1	1	1	1	1	1
EX_trp_L(e)	1	1	1	1	1	1	1	1	1	1
EX_tststerone(e)	1	1	1	1	1	1	1	1	0	1
EX_tststeroneglc(e)	1	1	1	1	1	1	1	1	1	1
EX_tststerones(e)	0	0	0	0	0	0	0	0	0	0
EX_tsul(e)	1	1	1	1	1	1	1	1	1	1
EX_ttdca(e)	1	1	1	1	1	1	1	1	1	1
EX_txa2(e)	1	1	1	1	1	1	1	1	1	1
EX_tymsf(e)	1	1	1	1	1	1	1	1	1	1
EX_Tyr_ggn(e)	0	0	0	0	0	0	0	1	0	0
EX_tyr_L(e)	1	1	1	1	1	1	1	1	1	1
EX_udp(e)	0	0	0	0	0	0	0	0	0	0
EX_ump(e)	0	0	0	0	0	0	0	0	0	0
EX_ura(e)	1	1	1	1	1	1	1	1	1	1
EX_urate(e)	1	1	1	1	1	1	1	1	1	1
EX_urea(e)	1	1	1	1	1	1	1	1	1	1
EX_uri(e)	0	0	0	0	0	0	0	0	0	0
EX_utp(e)	1	1	1	1	1	1	1	1	1	1
EX_vacc(e)	0	1	0	0	0	1	0	0	0	0
EX_val_L(e)	1	1	1	1	1	1	1	1	1	1
EX_vitd3(e)	1	1	1	1	1	1	1	1	1	1
EX_whddca(e)	0	0	0	0	0	0	0	0	0	0
EX_whhdca(e)	0	0	0	0	0	0	0	0	0	0
EX_whttdca(e)	0	0	0	0	0	0	0	0	0	0
EX_xolest2_hs(e)	1	1	1	1	1	1	1	1	1	1
EX_xoltri24(e)	1	1	1	1	1	1	1	1	1	1
EX_xoltri25(e)	1	1	0	1	0	1	0	1	1	1
EX_xoltri27(e)	1	1	0	1	0	1	0	1	1	1
EX_xyl_D(e)	1	1	1	1	1	1	1	1	1	1
EX_xylt(e)	0	0	0	0	0	0	0	0	0	0
EX_yvite(e)	0	0	0	0	0	0	0	0	0	0
